Date,symbol,DATE_OF_LAST_EXECUTIVE_CHANGE,TOT_STK_AWD_GIVEN_TO_CEO_EQUIV,TOT_OPT_AWD_GIVEN_TO_CEO_EQUIV,TOT_BONUSES_PAID_TO_CEO_EQUIV,TOT_N_EQT_INCENT_GVN_TO_CEO_EQ,COMP_LKD_LAST_CEO_&_EQUIV_CHG_D,ALL_OTHER_COMP_AW_TO_CEO_EQUIV
2021-12-31,WAB UN Equity,20211001,6415184,786364,0,2606580.0,20190701,7220658.0
2020-12-31,WAB UN Equity,20201026,5248658,583826,0,1378440.0,20190701,8465978.0
2019-12-31,WAB UN Equity,20190701,14192218,1137682,0,1427880.0,20190701,20392335.0
2018-12-31,WAB UN Equity,20180521,2440860,288260,0,1242122.0,20140514,2758126.0
2017-12-31,WAB UN Equity,20170510,2219775,216405,0,0.0,20140514,2459532.0
2016-12-31,WAB UN Equity,20161231,3217253,244237,0,201783.0,20140514,3484591.0
2015-12-31,WAB UN Equity,20140514,2219265,261965,0,770533.0,20140514,2508298.0
2014-12-31,WAB UN Equity,20140514,5419720,588825,0,2765409.0,20140514,6061538.0
2023-12-31,WDC UW Equity,20220207,9881692,0,0,0.0,20200309,9887461.0
2022-12-31,WDC UW Equity,20220207,28860629,0,0,2017559.0,20200309,28869779.0
2021-12-31,WDC UW Equity,20200309,12487789,0,0,3346875.0,20200309,12496489.0
2020-12-31,WDC UW Equity,20200401,45545184,0,3500000,2548077.0,20200309,45571582.0
2019-12-31,WDC UW Equity,20190509,11601177,0,0,0.0,20130102,11616469.0
2018-12-31,WDC UW Equity,20180226,16033990,0,0,2175000.0,20130102,16313381.0
2017-12-31,WDC UW Equity,20170123,10142049,3620556,0,2932500.0,20130102,13825124.0
2016-12-31,WDC UW Equity,20151130,6397567,2421583,0,669375.0,20130102,8827018.0
2015-12-31,WDC UW Equity,20150131,6761354,2392740,0,1496250.0,20130102,9161913.0
2014-12-31,WDC UW Equity,20131118,6307313,2177257,14962,1733288.0,20130102,8492312.0
2023-12-31,TEL UN Equity,20201001,6387876,6575048,0,2084067.0,20170309,13331493.0
2022-12-31,TEL UN Equity,20201001,5872860,6085856,0,2074067.0,20170309,12591267.0
2021-12-31,TEL UN Equity,20171130,5006119,5208994,0,2903400.0,20170309,10612456.0
2020-12-31,TEL UN Equity,20171130,4226458,4378192,0,343800.0,20170309,9025425.0
2019-12-31,TEL UN Equity,20170309,3576189,3462244,0,579600.0,20170309,7525697.0
2018-12-31,TEL UN Equity,20180314,3359093,3118595,0,2164875.0,20170309,6935597.0
2017-12-31,TEL UN Equity,20170309,5411947,5458773,0,4805550.0,20170309,11793215.0
2016-12-31,TEL UN Equity,20160912,3875222,4020726,0,1722600.0,20060101,8453684.0
2015-12-31,TEL UN Equity,20150831,4590360,4682416,0,1080000.0,20060101,9885077.0
2014-12-31,TEL UN Equity,20130107,3685986,3828213,0,2512800.0,20060101,7931874.0
2023-12-31,FANG UW Equity,20230228,14418504,0,0,1771875.0,20120101,14461511.0
2022-12-31,FANG UW Equity,20220222,13634451,0,0,2143125.0,20120101,13676012.0
2021-12-31,FANG UW Equity,20211231,9323289,0,0,2921875.0,20120101,9668120.0
2020-12-31,FANG UW Equity,20200301,7306740,0,0,1562500.0,20120101,7732114.0
2019-12-31,FANG UW Equity,20190930,12432711,0,0,2265625.0,20120101,12605664.0
2018-12-31,FANG UW Equity,20170131,7558790,0,0,1955250.0,20120101,7603913.0
2017-12-31,FANG UW Equity,20170131,7976232,0,0,1428000.0,20120101,8004288.0
2016-12-31,FANG UW Equity,20150701,19646421,0,0,1643400.0,20120101,19674361.0
2015-12-31,FANG UW Equity,20150701,7367334,0,0,1492362.0,20120101,7395274.0
2014-12-31,FANG UW Equity,20140101,4737949,0,0,1121754.0,20120101,4758222.0
2023-12-31,NOW UN Equity,20230131,32777514,0,0,3152642.0,20191115,33128602.0
2022-12-31,NOW UN Equity,20221231,27303411,0,0,2106479.0,20191115,35229382.0
2021-12-31,NOW UN Equity,20211031,22984959,139242879,0,2571699.0,20191115,162230338.0
2020-12-31,NOW UN Equity,20200729,18408206,0,0,1782000.0,20191115,22342056.0
2019-12-31,NOW UN Equity,20191118,37936287,20125039,0,190081.0,20191118,60918123.0
2018-12-31,NOW UN Equity,20170901,15017246,0,0,905203.0,20170403,15027441.0
2017-12-31,NOW UN Equity,20170403,42170619,16102635,0,886767.0,20170403,58294779.0
2016-12-31,NOW UN Equity,20161231,8012800,0,0,551564.0,20110502,8014953.0
2015-12-31,NOW UN Equity,20151025,11660800,0,0,180330.0,20110502,11672603.0
2014-12-31,NOW UN Equity,20140601,9943500,0,0,489616.0,20110502,9943500.0
2023-12-31,CHD UN Equity,20220430,1808075,5424225,0,2530700.0,20160101,7467491.0
2022-12-31,CHD UN Equity,20220430,0,6590772,0,453600.0,20160101,6765486.0
2021-12-31,CHD UN Equity,20210930,0,6359608,0,1130800.0,20160101,6641326.0
2020-12-31,CHD UN Equity,20190531,0,6174305,0,2195700.0,20160101,6609267.0
2019-12-31,CHD UN Equity,20190531,0,5622770,0,1937800.0,20160101,5994147.0
2018-12-31,CHD UN Equity,20160131,0,4377524,208100,1387500.0,20160101,4649613.0
2017-12-31,CHD UN Equity,20170601,0,3849993,0,1150000.0,20160101,4109615.0
2016-12-31,CHD UN Equity,20160104,0,3750000,0,1438300.0,20160101,3973164.0
2015-12-31,CHD UN Equity,20151231,0,3749981,0,1240000.0,20151231,3975510.0
2014-12-31,CHD UN Equity,20141103,0,3500002,0,1000000.0,20040706,3734865.0
2023-12-31,FRT UN Equity,20210211,6502565,0,0,1406250.0,20030101,6535570.0
2022-12-31,FRT UN Equity,20210211,6474391,0,0,1406250.0,20030101,6509781.0
2021-12-31,FRT UN Equity,20210211,5213719,0,0,1335938.0,20030101,5234979.0
2020-12-31,FRT UN Equity,20161231,5830493,0,0,534375.0,20030101,5997421.0
2019-12-31,FRT UN Equity,20161231,5534437,0,0,1128125.0,20030101,5552733.0
2018-12-31,FRT UN Equity,20161231,5160832,0,0,1335938.0,20030101,5178244.0
2017-12-31,FRT UN Equity,20161231,6927569,0,0,1183213.0,20030101,6944569.0
2016-12-31,FRT UN Equity,20161231,7462223,0,0,1068750.0,20030101,7477990.0
2015-12-31,FRT UN Equity,20151231,3462159,0,0,1155437.0,20030101,3477594.0
2014-12-31,FRT UN Equity,20120815,6369693,0,0,1155437.0,20030101,6382833.0
2023-12-31,MGM UN Equity,20221010,10000000,0,0,4774912.0,20200322,10228882.0
2022-12-31,MGM UN Equity,20221010,10000000,0,0,4328524.0,20200322,10242428.0
2021-12-31,MGM UN Equity,20210706,8000000,0,0,3609375.0,20200322,8165149.0
2020-12-31,MGM UN Equity,20201204,22813584,0,4000000,825000.0,20200322,43718331.0
2019-12-31,MGM UN Equity,20190403,7000000,0,0,3430359.0,20100618,7715993.0
2018-12-31,MGM UN Equity,20181231,7000000,0,0,3148814.0,20100618,7700207.0
2017-12-31,MGM UN Equity,20140831,7227897,0,833000,3851636.0,20100618,7895084.0
2016-12-31,MGM UN Equity,20140831,7437500,0,0,5652458.0,20100618,8957238.0
2015-12-31,MGM UN Equity,20140831,6249992,0,0,4453801.0,20100618,6818139.0
2014-12-31,MGM UN Equity,20140831,3499993,0,0,4081536.0,20100618,4101623.0
2023-12-31,JBHT UW Equity,20220801,7204478,0,0,0.0,20110101,7258641.0
2022-12-31,JBHT UW Equity,20220801,6592523,0,0,1631700.0,20110101,6633370.0
2021-12-31,JBHT UW Equity,20201201,6042085,0,0,1786000.0,20110101,6078766.0
2020-12-31,JBHT UW Equity,20201201,6507402,0,0,0.0,20110101,6541257.0
2019-12-31,JBHT UW Equity,20170503,5563165,0,0,0.0,20110101,5695707.0
2018-12-31,JBHT UW Equity,20170503,4877428,0,0,1098500.0,20110101,4902438.0
2017-12-31,JBHT UW Equity,20170503,0,0,0,0.0,20110101,25387.0
2016-12-31,JBHT UW Equity,20141231,4616239,0,0,96000.0,20110101,4641624.0
2015-12-31,JBHT UW Equity,20141231,4342186,0,0,225000.0,20110101,4361239.0
2014-12-31,JBHT UW Equity,20141231,3465876,0,0,157550.0,20110101,3493920.0
2023-12-31,LRCX UW Equity,20230301,11291907,3643192,0,2212600.0,20181205,14947499.0
2022-12-31,LRCX UW Equity,20200930,10079176,2669527,0,3096188.0,20181205,12760353.0
2021-12-31,LRCX UW Equity,20200930,11071172,1195482,0,2170382.0,20181205,12275354.0
2020-12-31,LRCX UW Equity,20181205,8350730,923416,0,1450500.0,20181205,9285196.0
2019-12-31,LRCX UW Equity,20181205,7829921,3911321,0,1181842.0,20181205,11753755.0
2018-12-31,LRCX UW Equity,20180124,7526050,1080493,0,3229875.0,20120101,8617328.0
2017-12-31,LRCX UW Equity,20170522,7023914,758314,0,2396304.0,20120101,7792769.0
2016-12-31,LRCX UW Equity,20130311,6175315,1224848,0,2207558.0,20120101,7410684.0
2015-12-31,LRCX UW Equity,20130311,5849027,558635,0,3839904.0,20120101,6418189.0
2014-12-31,LRCX UW Equity,20130311,8298569,897137,0,4978689.0,20120101,9226683.0
2023-12-31,MHK UN Equity,20210401,1069537,0,0,1951478.0,20010101,1088818.0
2022-12-31,MHK UN Equity,20210401,2055992,0,0,836915.0,20010101,2075349.0
2021-12-31,MHK UN Equity,20210401,1901669,0,0,1962655.0,20010101,1919604.0
2020-12-31,MHK UN Equity,20200415,1364847,0,0,976540.0,20010101,1383312.0
2019-12-31,MHK UN Equity,20190401,1200113,0,0,669245.0,20010101,1217829.0
2018-12-31,MHK UN Equity,20091101,2757320,0,0,651334.0,20010101,2773978.0
2017-12-31,MHK UN Equity,20120102,2069794,0,0,1760837.0,20010101,2082985.0
2016-12-31,MHK UN Equity,20120102,3302154,0,0,2613710.0,20010101,3315240.0
2015-12-31,MHK UN Equity,20120102,3332699,0,0,1663796.0,20010101,3343651.0
2014-12-31,MHK UN Equity,20120102,2907489,0,0,1004316.0,20010101,2919242.0
2023-12-31,VRTX UW Equity,20210804,15001894,0,0,4050000.0,20200401,15044441.0
2022-12-31,VRTX UW Equity,20210804,10640784,0,0,3784500.0,20200401,10683843.0
2021-12-31,VRTX UW Equity,20210804,10924599,0,0,3016570.0,20200401,10960363.0
2020-12-31,VRTX UW Equity,20200401,18585579,0,0,4696692.0,20200401,18669065.0
2019-12-31,VRTX UW Equity,20190410,9334681,4572039,0,3510000.0,20120201,13979985.0
2018-12-31,VRTX UW Equity,20181213,9800288,4243973,0,3440151.0,20120201,14058996.0
2017-12-31,VRTX UW Equity,20170913,8750114,3700877,0,3463200.0,20120201,12464101.0
2016-12-31,VRTX UW Equity,20160104,9800076,4060397,0,2246400.0,20120201,13873358.0
2015-12-31,VRTX UW Equity,20150101,7038885,16286939,0,3463200.0,20120201,23338934.0
2014-12-31,VRTX UW Equity,20141031,19883350,12669261,0,2970000.0,20120201,32565468.0
2023-12-31,META UW Equity,20221101,0,0,0,0.0,20040204,24399967.0
2022-12-31,META UW Equity,20221101,0,0,0,0.0,20040204,27110417.0
2021-12-31,META UW Equity,20210603,0,0,0,0.0,20040204,26823060.0
2020-12-31,META UW Equity,20200611,0,0,0,0.0,20040204,25288264.0
2019-12-31,META UW Equity,20190422,0,0,0,0.0,20040204,23415972.0
2018-12-31,META UW Equity,20180510,0,0,0,0.0,20040204,22554542.0
2017-12-31,META UW Equity,20140601,0,0,0,0.0,20040204,8852365.0
2016-12-31,META UW Equity,20140601,0,0,0,0.0,20040204,5765831.0
2015-12-31,META UW Equity,20140601,0,0,0,0.0,20040204,5037840.0
2014-12-31,META UW Equity,20140930,0,0,0,0.0,20040204,6213106.0
2023-12-31,URI UN Equity,20231001,8046319,0,0,1844990.0,20190508,8069595.0
2022-12-31,URI UN Equity,20220729,8240977,0,0,3113203.0,20190508,8263294.0
2021-12-31,URI UN Equity,20190508,9137915,0,0,2568187.0,20190508,9160232.0
2020-12-31,URI UN Equity,20200930,4881735,0,330747,377052.0,20190508,4893240.0
2019-12-31,URI UN Equity,20190508,8427348,0,0,1318816.0,20190508,8764434.0
2018-12-31,URI UN Equity,20181012,10443980,0,0,2153268.0,20070604,10457385.0
2017-12-31,URI UN Equity,20170331,9015557,0,0,2850000.0,20070604,9028962.0
2016-12-31,URI UN Equity,20160122,9522541,0,0,1163086.0,20070604,9525541.0
2015-12-31,URI UN Equity,20120430,6353954,0,0,770925.0,20070604,6356954.0
2014-12-31,URI UN Equity,20120430,5555756,0,0,1894063.0,20070604,5558756.0
2023-12-31,ARE UN Equity,20230915,7222595,0,25000,1755000.0,20220701,7309367.0
2022-12-31,ARE UN Equity,20220731,13341066,0,0,1631250.0,20220731,13746883.0
2021-12-31,ARE UN Equity,20210101,5874602,0,0,1552500.0,20180423,6077728.0
2020-12-31,ARE UN Equity,20180522,5786344,0,20000,1518750.0,20180423,5876023.0
2019-12-31,ARE UN Equity,20180522,5992601,0,0,1462500.0,20180423,6193138.0
2018-12-31,ARE UN Equity,20180522,18789907,0,0,5085000.0,20180522,19357953.0
2017-12-31,ARE UN Equity,20120531,7336239,0,0,2205000.0,19970301,9058060.0
2016-12-31,ARE UN Equity,20120531,7438836,0,0,2126813.0,19970301,8230686.0
2015-12-31,ARE UN Equity,20120531,8046245,0,0,2005359.0,19970301,8323731.0
2014-12-31,ARE UN Equity,20120531,7931829,0,0,1993625.0,19970301,8116750.0
2023-12-31,DAL UN Equity,20230612,17000280,0,9600000,6292865.0,20160502,17371463.0
2022-12-31,DAL UN Equity,20221117,5700012,0,0,2673562.0,20160502,5982825.0
2021-12-31,DAL UN Equity,20210712,4125186,4125062,0,3038542.0,20160502,8371878.0
2020-12-31,DAL UN Equity,20201115,8375245,4125054,0,0.0,20160502,12896512.0
2019-12-31,DAL UN Equity,20160502,8375463,4125096,0,3516987.0,20160502,12862559.0
2018-12-31,DAL UN Equity,20160502,7705118,3795014,0,2277090.0,20160502,11813691.0
2017-12-31,DAL UN Equity,20160502,6700177,3300030,0,2119531.0,20160502,10286168.0
2016-12-31,DAL UN Equity,20161011,9246629,4554137,0,2076767.0,20160502,14457339.0
2015-12-31,DAL UN Equity,20140301,7667106,3833544,0,3200001.0,20070901,11842449.0
2014-12-31,DAL UN Equity,20140301,9576901,3833459,0,3090001.0,20070901,13709241.0
2023-12-31,STX UW Equity,20230501,8380742,2074982,0,0.0,20171001,10463124.0
2022-12-31,STX UW Equity,20210519,8095464,2019842,0,1987604.0,20171001,10122706.0
2021-12-31,STX UW Equity,20210519,7054961,1474825,0,2005095.0,20171001,8536086.0
2020-12-31,STX UW Equity,20191231,7313257,1900012,0,1378090.0,20171001,9220669.0
2019-12-31,STX UW Equity,20190107,6528382,1684831,0,1039343.0,20171001,8220613.0
2018-12-31,STX UW Equity,20171001,10787393,1449425,0,3121783.0,20171001,12245387.0
2017-12-31,STX UW Equity,20170101,0,0,0,1933290.0,20090101,3392.0
2016-12-31,STX UW Equity,20160627,7339382,1831036,0,0.0,20090101,9174633.0
2015-12-31,STX UW Equity,20150430,7555140,1732557,0,1155654.0,20090101,9291581.0
2014-12-31,STX UW Equity,20140301,0,0,0,1458068.0,20090101,3563.0
2023-12-31,CNC UN Equity,20221214,13573031,0,0,3298600.0,20220322,13858366.0
2022-12-31,CNC UN Equity,20221231,7624974,0,0,5518558.0,20220322,13421441.0
2021-12-31,CNC UN Equity,20211231,12750020,2249984,0,3438000.0,19960501,15399990.0
2020-12-31,CNC UN Equity,20200123,14932500,2941500,0,4765500.0,19960501,18391277.0
2019-12-31,CNC UN Equity,20190423,16999987,380360,0,7065000.0,19960501,17873425.0
2018-12-31,CNC UN Equity,20180630,17001262,0,0,7039800.0,19960501,17582614.0
2017-12-31,CNC UN Equity,20171116,6455040,0,9682560,7120800.0,19960501,6956108.0
2016-12-31,CNC UN Equity,20161231,12829500,411800,0,6602400.0,19960501,13866583.0
2015-12-31,CNC UN Equity,20121231,12331200,0,0,6585750.0,19960501,12969353.0
2014-12-31,CNC UN Equity,20121231,13930000,0,3600000,0.0,19960501,14500387.0
2023-12-31,MLM UN Equity,20210813,8580337,0,0,3453842.0,20100101,13750043.0
2022-12-31,MLM UN Equity,20190509,7316720,0,0,2878400.0,20100101,8620851.0
2021-12-31,MLM UN Equity,20190509,8485027,0,0,2275000.0,20100101,11389587.0
2020-12-31,MLM UN Equity,20190509,6751124,0,0,1650000.0,20100101,9956088.0
2019-12-31,MLM UN Equity,20190509,6294708,0,0,1450000.0,20100101,9606691.0
2018-12-31,MLM UN Equity,20170801,5046900,0,0,1050000.0,20100101,6392625.0
2017-12-31,MLM UN Equity,20170801,5431412,0,0,1000000.0,20100101,6949998.0
2016-12-31,MLM UN Equity,20151113,4682240,0,1300000,0.0,20100101,5734331.0
2015-12-31,MLM UN Equity,20151113,1697067,731763,603606,0.0,20100101,3166287.0
2014-12-31,MLM UN Equity,20140522,4418415,589817,715000,0.0,20100101,5959449.0
2023-12-31,TSLA UW Equity,20230804,0,0,0,0.0,20081015,0.0
2022-12-31,TSLA UW Equity,20191031,0,0,0,0.0,20081015,0.0
2021-12-31,TSLA UW Equity,20210603,0,0,0,0.0,20081015,0.0
2020-12-31,TSLA UW Equity,20191031,0,0,0,0.0,20081015,0.0
2019-12-31,TSLA UW Equity,20191031,0,0,0,0.0,20081015,0.0
2018-12-31,TSLA UW Equity,20181108,0,2283988504,0,0.0,20081015,2283988504.0
2017-12-31,TSLA UW Equity,20170331,0,0,0,0.0,20081015,0.0
2016-12-31,TSLA UW Equity,20160930,0,0,0,0.0,20081015,0.0
2015-12-31,TSLA UW Equity,20151130,0,0,0,0.0,20081015,0.0
2014-12-31,TSLA UW Equity,20130430,0,0,0,0.0,20081015,0.0
2023-12-31,KKR UN Equity,20231229,0,0,26000000,0.0,20211011,70466893.0
2022-12-31,KKR UN Equity,20220906,0,0,38700000,0.0,20211011,118968520.0
2021-12-31,KKR UN Equity,20211011,918423000,0,49400000,0.0,20211011,1167143158.0
2020-12-31,KKR UN Equity,20200101,0,0,0,0.0,20070704,83873652.0
2019-12-31,KKR UN Equity,20191231,0,0,0,0.0,20070704,79687994.0
2018-12-31,KKR UN Equity,20180702,0,0,0,0.0,20070704,112450523.0
2017-12-31,KKR UN Equity,20171231,89300000,0,0,0.0,20070704,226545975.0
2016-12-31,KKR UN Equity,20080101,0,0,0,0.0,20070704,127178999.0
2015-12-31,KKR UN Equity,20080101,0,0,0,0.0,20070704,104058333.0
2014-12-31,KKR UN Equity,20080101,0,0,0,0.0,20070704,128226688.0
2023-12-31,ACGL UW Equity,20210101,4972757,1578304,0,4900000.0,20180303,6977252.0
2022-12-31,ACGL UW Equity,20210101,4285510,1378188,0,4745700.0,20180303,6130939.0
2021-12-31,ACGL UW Equity,20210101,3482784,1125018,0,3300000.0,20180303,5036013.0
2020-12-31,ACGL UW Equity,20190301,3477082,1125006,0,2737000.0,20180303,5042832.0
2019-12-31,ACGL UW Equity,20190301,3614402,1125114,0,3176000.0,20180303,5184029.0
2018-12-31,ACGL UW Equity,20180525,3457113,5677579,500000,3121000.0,20180303,10064650.0
2017-12-31,ACGL UW Equity,20171001,4572350,1171673,5000000,0.0,20030801,6752096.0
2016-12-31,ACGL UW Equity,20160101,3305370,805054,6050000,0.0,20030801,5161386.0
2015-12-31,ACGL UW Equity,20151231,3632166,935124,4050000,0.0,20030801,5564241.0
2014-12-31,ACGL UW Equity,20120901,3608010,959427,4500000,0.0,20030801,5539007.0
2023-12-31,EG UN Equity,20230710,2376523,2376523,0,3250000.0,20200101,5409531.0
